ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,cost_yr,median_income,affordability_ratio,LL95_affordability_ratio,UL95_affordability_ratio,se_food_afford,rse_food_afford,CA_decile,CA_RR,ave_fam_size,version
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356000001,8347,0.8092929,0,1.7599253,0.4850165,59.930892700000001,,3.0378573,2.99,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356000001,18042,0.3744135,0.2058057,0.5430213,0.0860244,22.975771900000002,,1.4054426,2.99,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356000001,,,,,,,,,2.99,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356000001,21732,0.3108397,0.276261,0.3454184,0.0176422,5.6756611,,1.1668045,2.99,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356000001,10275,0.6574373,0.5137316,0.801143,0.0733192,11.152278900000001,,2.467834,2.99,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356000001,,,,,,,,,2.99,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356000001,20840,0.3241443,0.2938995,0.3543892,0.015431,4.7605436,,1.2167464,2.99,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,,,,,,,,,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,,,,,,,,,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,,,,,,,,,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,,,,,,,,,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,,,,,,,,,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,37897,0.185505,0.1499162,0.2210937,0.0181575,9.7881699,,0.6963333,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,25347,0.2773536,0,0.6536055,0.1919652,69.213181300000002,,1.0411071,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,,,,,,,,,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.0816919999997,35795,0.1963984,0.0882566,0.3045403,0.0551744,28.093105600000001,,0.7372243,3.09,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,,,,,,,,,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,,,,,,,,,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,,,,,,,,,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,14208,0.5722254,0.4075337,0.7369171,0.0840264,14.6841381,,2.1479727,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,,,,,,,,,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,26625,0.3053588,0.0620937,0.5486239,0.1241149,40.645575999999998,,1.1462309,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,,,,,,,,,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,,,,,,,,,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432000003,17656,0.4604768,0.2294993,0.6914544,0.1178457,25.5920998,,1.7285,3.62,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,38864,0.1814266,0,0.4370246,0.1304071,71.878742299999999,,0.6810242,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,53507,0.1317765,0.1114764,0.1520765,0.0103572,7.8596653,,0.4946516,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,27901,0.2527136,0.2165283,0.2888989,0.0184619,7.3054653,,0.9486156,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,26237,0.2687412,0.2437347,0.2937476,0.0127584,4.7474662,,1.0087786,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,25625,0.2751595,0,0.6803113,0.2067101,75.123730399999999,,1.0328711,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,50542,0.139507,0.1304596,0.1485544,0.004616,3.3088133,,0.5236699,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,30625,0.2302355,0.0122371,0.448234,0.1112237,48.308665699999999,,0.8642391,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,27875,0.2529493,0,0.7867088,0.2723262,107.6603923,,0.9495004,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.9625679999999,36453,0.1934261,0.1769061,0.2099462,0.0084286,4.3575285,,0.7260671,3.1,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,,,,,,,,,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,,,,,,,,,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,,,,,,,,,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,,,,,,,,,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,,,,,,,,,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,21406,0.3474844,0.2692867,0.425682,0.0398968,11.481597799999999,,1.3043583,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,7500,0.9917667,0,14.3764144,6.8289019,688.55927050000003,,3.7228124,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,,,,,,,,,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.2505799999999,18897,0.3936207,0.2255996,0.5616418,0.0857251,21.778597399999999,,1.477541,3.35,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,55714,0.1208365,0,0.2896253,0.0861167,71.267141300000006,,0.4535862,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,46628,0.1443829,0.0424883,0.2462776,0.0519871,36.006386200000001,,0.5419727,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,,,,,,,,,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,17390,0.3871355,0.1596315,0.6146395,0.1160735,29.982643899999999,,1.4531974,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,,,,,,,,,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,40127,0.1677745,0.1273976,0.2081513,0.0206004,12.2786445,,0.629778,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,41406,0.162592,0,0.61085,0.228703,140.66064170000001,,0.6103247,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,,,,,,,,,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488000003,35514,0.1895671,0.1395906,0.2395436,0.0254982,13.450751,,0.7115814,2.92,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,35347,0.2228641,0.0749528,0.3707753,0.0754649,33.861422400000002,,0.8365687,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,26707,0.294963,0.1481053,0.4418207,0.0749274,25.4023085,,1.1072077,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,17664,0.4459678,0.3682363,0.5236993,0.0396589,8.8927801,,1.6740373,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,16765,0.4698822,0.4395266,0.5002379,0.0154876,3.2960548,,1.7638053,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,48750,0.1615913,0,0.3459819,0.0940768,58.219000899999998,,0.6065681,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,30087,0.2618266,0.2405603,0.2830928,0.0108501,4.1440108,,0.982823,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,21439,0.3674414,0.1761185,0.5587643,0.0976137,26.565794700000001,,1.3792712,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,14722,0.5350887,0.0501902,1.0199871,0.2473972,46.234797800000003,,2.0085719,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,19441,0.4052042,0.3807428,0.4296657,0.0124803,3.0800072,,1.5210223,3.55,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,11310,0.5923769,0.5712836,0.6134701,0.0107618,1.8167225,,2.2236155,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,,,,,,,,,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,,,,,,,,,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,21250,0.3152839,0,0.8946094,0.2955743,93.748614399999994,,1.1834867,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,,,,,,,,,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,47279,0.1417074,0.0402495,0.2431652,0.0517642,36.5289383,,0.5319294,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,,,,,,,,,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,,,,,,,,,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822367999997,19348,0.3462778,0,0.9856927,0.3262321,94.211099500000003,,1.299829,2.98,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,36295,0.1774063,0.1566675,0.1981451,0.010581,5.9642973,,0.6659332,2.9,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,16034,0.4015818,0.3837663,0.4193972,0.0090895,2.2634277,,1.5074245,2.9,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,32895,0.1957429,0.0888115,0.3026743,0.0545568,27.871679799999999,,0.7347635,2.9,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,36321,0.1772793,0.1241078,0.2304508,0.0271283,15.302592799999999,,0.6654565,2.9,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,38281,0.1682026,0.1423246,0.1940805,0.013203,7.84949,,0.6313849,2.9,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,20894,0.3081728,0.2298293,0.3865163,0.0399712,12.9703762,,1.1567936,2.9,04/12/2013 04:33:00 AM
757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,19107,0.3369949,0,0.7879891,0.2300991,68.279691299999996,,1.2649838,2.9,04/12/2013 04:33:00 AM
